1,tt26584495,2025-01-23,2025-01-23,,"Compañera Perfecta","Companion",https://www.imdb.com/title/tt26584495/,Película,7.0,97,2025,"Ciencia ficción, Suspenso",68112,2025-01-30,"Drew Hancock"
2,tt32221196,2025-01-23,2025-01-23,,"One of Them Days","One of Them Days",https://www.imdb.com/title/tt32221196/,Película,6.6,97,2025,"Comedia",8590,2025-01-17,"Lawrence Lamont"
3,tt15352542,2025-02-04,2025-02-04,,"El día que la Tierra explotó: Una película de Looney Tunes","The Day the Earth Blew Up: A Looney Tunes Movie",https://www.imdb.com/title/tt15352542/,Película,7.0,91,2024,"Animación, Aventura, Comedia, Familia, Ciencia ficción",3050,2025-04-17,"Peter Browngardt"
4,tt10954718,2025-02-04,2025-02-04,,"Las aventuras de Dog Man","Dog Man",https://www.imdb.com/title/tt10954718/,Película,6.3,89,2025,"Animación, Acción, Aventura, Comedia, Crimen, Familia, Fantasía, Ciencia ficción",7651,2025-01-30,"Peter Hastings"
5,tt8008948,2025-01-23,2025-01-23,,"El Robo Perfecto: Pantera","Den of Thieves: Pantera",https://www.imdb.com/title/tt8008948/,Película,6.3,144,2025,"Acción, Crimen, Drama, Suspenso",21757,2025-01-16,"Christian Gudegast"
6,tt27674982,2025-02-04,2025-02-04,,"The Ballad of Wallis Island","The Ballad of Wallis Island",https://www.imdb.com/title/tt27674982/,Película,7.7,100,2025,"Comedia, Drama, Música",190,2025-05-30,"James Griffiths"
7,tt27714946,2025-02-11,2025-02-11,,"El mono","The Monkey",https://www.imdb.com/title/tt27714946/,Película,6.2,98,2025,"Terror",25807,2025-02-20,"Osgood Perkins"
8,tt31322753,2025-02-11,2025-02-11,,"Twinless","Twinless",https://www.imdb.com/title/tt31322753/,Película,8.2,100,2025,"Comedia",228,2025-01-23,"James Sweeney"
9,tt29361963,2025-02-11,2025-02-11,,"Rebuilding","Rebuilding",https://www.imdb.com/title/tt29361963/,Película,8.2,95,2025,"Drama",50,2025-01-26,"Max Walker-Silverman"
10,tt34250044,2025-02-11,2025-02-11,,"Peter Hujar's Day","Peter Hujar's Day",https://www.imdb.com/title/tt34250044/,Película,6.7,76,2025,"Biografía, Drama, Historia",57,2025-01-27,"Ira Sachs"
11,tt31184028,2025-02-11,2025-02-11,,"Together","Together",https://www.imdb.com/title/tt31184028/,Película,7.1,102,2025,"Terror, Ciencia ficción",241,2025-08-01,"Michael Shanks"
12,tt29768334,2025-02-11,2025-02-11,,"Train Dreams","Train Dreams",https://www.imdb.com/title/tt29768334/,Película,8.1,102,2025,"Drama",62,2025-01-26,"Clint Bentley"
13,tt32843349,2025-02-11,2025-02-11,,"Sorry, Baby","Sorry, Baby",https://www.imdb.com/title/tt32843349/,Película,7.9,103,2025,"Drama",144,2025-01-27,"Eva Victor"
14,tt27827635,2025-02-11,2025-02-11,,"Ricky","Ricky",https://www.imdb.com/title/tt27827635/,Película,7.6,109,2025,"Drama",71,2025-01-24,"Rashad Frett"
15,tt27550504,2025-02-11,2025-02-11,,"Plainclothes","Plainclothes",https://www.imdb.com/title/tt27550504/,Película,7.5,95,2025,"Drama, Romance, Suspenso",268,2025-01-26,"Carmen Emmi"
16,tt33292655,2025-02-11,2025-02-11,,"Oh, Hi!","Oh, Hi!",https://www.imdb.com/title/tt33292655/,Película,7.6,94,2025,"Comedia",56,2025-01-26,"Sophie Brooks"
17,tt13651462,2025-02-11,2025-02-11,,"Lurker","Lurker",https://www.imdb.com/title/tt13651462/,Película,7.5,100,2025,"Drama, Suspenso",105,2025-01-28,"Alex Russell"
18,tt18382850,2025-02-11,2025-02-11,,"If I Had Legs I'd Kick You","If I Had Legs I'd Kick You",https://www.imdb.com/title/tt18382850/,Película,7.3,113,2025,"Comedia, Drama",236,2025-01-24,"Mary Bronstein"
