84,nm0273178,2023-03-20,2023-03-20,,"Fernando Fernán Gómez","El abuelo","28 de agosto de 1921"
85,nm0000009,2023-03-20,2023-03-20,,"Richard Burton","Who's Afraid of Virginia Woolf?","10 de noviembre de 1925"
86,nm0000553,2023-03-20,2023-03-20,,"Liam Neeson","Kinsey","7 de junio de 1952"
87,nm0001715,2023-03-20,2023-03-20,,"George C. Scott","Patton","18 de octubre de 1927"
88,nm0001811,2023-03-20,2023-03-20,,"Peter Ustinov","Spartacus","16 de abril de 1921"
89,nm0000354,2023-03-20,2023-03-20,,"Matt Damon","Good Will Hunting","8 de octubre de 1970"
90,nm0000160,2023-03-20,2023-03-20,,"Ethan Hawke","Training Day","6 de noviembre de 1970"
91,nm0001691,2023-03-20,2023-03-20,,"Geoffrey Rush","The King's Speech","6 de julio de 1951"
92,nm0000123,2023-03-21,2023-03-21,,"George Clooney","Michael Clayton","6 de mayo de 1961"
93,nm0186505,2023-03-21,2023-03-21,,"Bryan Cranston","Breaking Bad","7 de marzo de 1956"
94,nm0000489,2023-05-18,2023-05-18,,"Christopher Lee","Star Wars: Episode II - Attack of the Clones","27 de mayo de 1922"
95,nm0001224,2023-05-18,2023-05-18,,"Errol Flynn","The Adventures of Robin Hood","20 de junio de 1909"
96,nm0000044,2023-05-18,2023-05-18,,"Burt Lancaster","From Here to Eternity","2 de noviembre de 1913"
97,nm0000136,2023-09-14,2023-09-14,,"Johnny Depp","Sweeney Todd: The Demon Barber of Fleet Street","9 de junio de 1963"
98,nm0000228,2023-09-14,2023-09-14,,"Kevin Spacey","L.A. Confidential","26 de julio de 1959"
99,nm0001050,2023-09-14,2023-09-14,,"Montgomery Clift","From Here to Eternity","17 de octubre de 1920"
100,nm0000010,2023-09-14,2023-09-14,,"James Cagney","Angels with Dirty Faces","17 de julio de 1899"
