80,nm0000741,2023-05-01,2023-05-01,,"Tim Allen","Toy Story","13 de junio de 1953"
81,nm0000225,2023-05-01,2023-05-01,,"Christian Slater","Very Bad Things","18 de agosto de 1969"
82,nm0000274,2023-05-01,2023-05-01,,"David Arquette","Scream 3","8 de septiembre de 1971"
83,nm1415323,2023-05-01,2023-05-01,,"Miley Cyrus","Hannah Montana","23 de noviembre de 1992"
84,nm0005327,2023-05-04,2023-05-04,,"Freddie Prinze Jr.","She's All That","8 de marzo de 1976"
85,nm2395937,2023-05-06,2023-05-06,,"Brooklyn Decker","Just Go with It","12 de abril de 1987"
86,nm1982597,2023-05-06,2023-05-06,,"Rihanna","Battleship","20 de febrero de 1988"
87,nm0000182,2023-05-06,2023-05-06,,"Jennifer Lopez","Hustlers","24 de julio de 1969"
88,nm0005154,2023-05-06,2023-05-06,,"Lucy Liu","Kill Bill: Vol. 1","2 de diciembre de 1968"
89,nm0000586,2023-05-12,2023-05-12,,"Jada Pinkett Smith","The Matrix Revolutions","18 de septiembre de 1971"
90,nm0524839,2023-05-12,2023-05-12,,"Ludacris","Crash","11 de septiembre de 1977"
91,nm0004754,2023-05-12,2023-05-12,,"Jessica Biel","The Illusionist","3 de marzo de 1982"
92,nm3092471,2023-05-12,2023-05-12,,"Marwan Kenzari","Aladdin","16 de enero de 1983"
93,nm1330560,2023-05-12,2023-05-12,,"Garrett Hedlund","Tron: Legacy","3 de septiembre de 1984"
94,nm0005527,2023-05-12,2023-05-12,,"Sofía Vergara","Hot Pursuit","10 de julio de 1972"
95,nm0179479,2023-05-12,2023-05-12,,"James Corden","The Late Late Show with James Corden","22 de agosto de 1978"
96,nm2554352,2023-05-12,2023-05-12,,"T.J. Miller","Silicon Valley","4 de junio de 1981"
97,nm0267506,2023-05-12,2023-05-12,,"Anna Faris","The House Bunny","29 de noviembre de 1976"
98,nm2955013,2023-05-12,2023-05-12,,"Liam Hemsworth","The Hunger Games","13 de enero de 1990"
99,nm2018237,2023-05-12,2023-05-12,,"Taylor Kitsch","X-Men Origins: Wolverine","8 de abril de 1981"
100,nm1720028,2023-05-12,2023-05-12,,"Amber Heard","Aquaman","22 de abril de 1986"
101,nm0000189,2023-05-12,2023-05-12,,"Jenny McCarthy-Wahlberg","Dirty Love","1 de noviembre de 1972"
102,nm0001073,2023-05-12,2023-05-12,,"Courteney Cox","Friends","15 de junio de 1964"
103,nm0068166,2023-05-15,2023-05-15,,"Drake Bell","Drake & Josh","27 de junio de 1986"
104,nm0858776,2023-05-15,2023-05-15,,"Eddie Kaye Thomas","American Pie","31 de octubre de 1980"
105,nm0005134,2023-05-15,2023-05-15,,"Jason Lee","Almost Famous","25 de abril de 1970"
106,nm0000222,2023-05-15,2023-05-15,,"Brooke Shields","The Blue Lagoon","31 de mayo de 1965"
107,nm0054697,2023-05-16,2023-05-16,,"Ike Barinholtz","Suicide Squad","18 de febrero de 1977"
108,nm2154960,2023-05-16,2023-05-16,,"Amy Schumer","Trainwreck","1 de junio de 1981"
109,nm2313103,2023-05-16,2023-05-16,,"Rebel Wilson","Senior Year","2 de marzo"
110,nm0005123,2023-05-16,2023-05-16,,"Ali Larter","Final Destination","28 de febrero de 1976"
111,nm9859888,2023-05-22,2023-05-22,,"Jack Harlow","F9","13 de marzo de 1998"
112,nm2928381,2023-06-01,2023-06-01,,"Lucas Cruikshank","Fred","29 de agosto de 1993"
113,nm1842439,2023-06-01,2023-06-01,,"Victoria Justice","Victorious","19 de febrero de 1993"
114,nm1944055,2023-06-06,2023-06-06,,"Lauren Lapkus","The Wrong Missy","6 de septiembre de 1985"
115,nm1395771,2023-06-09,2023-06-09,,"Lucas Till","X: First Class","10 de agosto de 1990"
116,nm0573037,2023-06-09,2023-06-09,,"Julian McMahon","Fantastic Four","27 de julio de 1968"
117,nm0524197,2023-06-13,2023-06-13,,"Josh Lucas","Ford v Ferrari","20 de junio de 1971"
118,nm0836343,2023-06-13,2023-06-13,,"Jim Sturgess","21","16 de mayo de 1978"
119,nm0005405,2023-06-14,2023-06-14,,"Seann William Scott","American Pie","3 de octubre de 1976"
120,nm0385296,2023-07-03,2023-07-03,,"Paris Hilton","The Hottie & the Nottie","17 de febrero de 1981"
121,nm0001349,2023-07-03,2023-07-03,,"Jennifer Love Hewitt","I Know What You Did Last Summer","21 de febrero de 1979"
122,nm0925220,2023-07-03,2023-07-03,,"Michael Jai White","Black Dynamite","10 de noviembre de 1967"
123,nm0001014,2023-07-04,2023-07-04,,"Mariah Carey","Glitter","27 de marzo de 1969"
124,nm1382072,2023-07-04,2023-07-04,,"Tommy Wiseau","The Room","3 de octubre"
125,nm1423955,2023-07-05,2023-07-05,,"Lucy Hale","Truth or Dare","14 de junio de 1989"
126,nm8212878,2023-07-05,2023-07-05,,"Ella Balinska","Charlie's Angels","4 de octubre"
127,nm1070597,2023-07-05,2023-07-05,,"The Weeknd","The Idol","16 de febrero de 1990"
128,nm1231899,2023-07-10,2023-07-10,,"Priyanka Chopra Jonas","Barfi!","18 de julio de 1982"
129,nm0001084,2023-08-06,2023-08-06,,"Ice Cube","Untitled Patrick Aiello/Timur Bekmambetov Sci-FI Pic","15 de junio de 1969"
130,nm2541974,2023-08-06,2023-08-06,,"Jai Courtney","Terminator Genisys","15 de marzo de 1986"
131,nm3199307,2023-08-11,2023-08-11,,"Ruby Rose","Orange Is the New Black","20 de marzo de 1986"
132,nm1015262,2023-08-11,2023-08-11,,"Leighton Meester","The Roommate","9 de abril de 1986"
133,nm2608689,2023-09-13,2023-09-13,,"Ellie Kemper","Bridesmaids","2 de mayo de 1980"
134,nm1172285,2023-09-13,2023-09-13,,"Martha Higareda","Altered Carbon","24 de agosto"
135,nm0386472,2023-09-15,2023-09-15,,"Emile Hirsch","Into the Wild","13 de marzo de 1985"
136,nm0042524,2023-09-15,2023-09-15,,"Steve Austin","The Longest Yard","18 de diciembre de 1964"
137,nm0154226,2023-09-19,2023-09-19,,"Justin Chatwin","Dragonball Evolution","31 de octubre de 1982"
138,nm1265067,2023-10-05,2023-10-05,,"50 Cent","Get Rich or Die Tryin'","6 de julio de 1975"
139,nm0006969,2023-10-05,2023-10-05,,"Elizabeth Banks","The Hunger Games","10 de febrero de 1974"
140,nm1566368,2023-10-28,2023-10-28,,"Regina Blandón","Con los años que me quedan","25 de julio de 1990"
141,nm2588665,2024-02-17,2024-02-17,,"Tahar Rahim","Un prophète","4 de julio de 1981"
142,nm0613147,2024-06-07,2024-06-07,,"Lochlyn Munro","Freddy vs. Jason","12 de febrero de 1966"
