133,nm0010736,2023-04-27,2023-04-27,,"Amy Adams","Arrival","20 de agosto de 1974"
134,nm2933757,2023-04-27,2023-04-27,,"Gal Gadot","Wonder Woman","30 de abril de 1985"
135,nm0159789,2023-04-27,2023-04-27,,"Hayden Christensen","Star Wars: Episode II - Attack of the Clones","19 de abril de 1981"
136,nm2225369,2023-04-27,2023-04-27,,"Jennifer Lawrence","The Hunger Games","15 de agosto de 1990"
137,nm1242688,2023-04-27,2023-04-27,,"Josh Hutcherson","The Hunger Games","12 de octubre de 1992"
138,nm2955013,2023-04-27,2023-04-27,,"Liam Hemsworth","The Hunger Games","13 de enero de 1990"
139,nm0000437,2023-04-27,2023-04-27,,"Woody Harrelson","True Detective","23 de julio de 1961"
140,nm0001804,2023-04-27,2023-04-27,,"Stanley Tucci","Big Night","11 de noviembre de 1960"
141,nm1176985,2023-04-27,2023-04-27,,"Dave Bautista","Guardians of the Galaxy","18 de enero de 1969"
142,nm2962353,2023-04-27,2023-04-27,,"Pom Klementieff","Guardians of the Galaxy Vol. 3","3 de mayo de 1986"
143,nm0000621,2023-04-27,2023-04-27,,"Kurt Russell","Escape from New York","17 de marzo de 1951"
144,nm0740264,2023-04-27,2023-04-27,,"Michael Rooker","Guardians of the Galaxy","6 de abril de 1955"
145,nm4004793,2023-04-27,2023-04-27,,"Letitia Wright","Black Panther","31 de octubre de 1993"
146,nm6328300,2023-04-27,2023-04-27,,"Winston Duke","Black Panther","15 de noviembre de 1986"
147,nm0000291,2023-04-27,2023-04-27,,"Angela Bassett","Strange Days","16 de agosto de 1958"
148,nm2204178,2023-04-27,2023-04-27,,"Tenoch Huerta","Black Panther: Wakanda Forever","29 de enero de 1981"
149,nm0931329,2023-04-27,2023-04-27,,"Michelle Williams","Blue Valentine","9 de septiembre de 1980"
150,nm1935086,2023-04-27,2023-04-27,,"Tessa Thompson","Creed","3 de octubre de 1983"
151,nm0330687,2023-04-27,2023-04-27,,"Joseph Gordon-Levitt","Inception","17 de febrero de 1981"
152,nm0680983,2023-04-27,2023-04-27,,"Elliot Page","Juno","21 de febrero de 1987"
153,nm0913822,2023-04-27,2023-04-27,,"Ken Watanabe","The Last Samurai","21 de octubre de 1959"
154,nm0614165,2023-04-27,2023-04-27,,"Cillian Murphy","28 Days Later","25 de mayo de 1976"
